CustomerID,CustomerName,Gender,Region,CustomerType,CustomerEmail
222,kim weaver,Male,East,Wholesale,kim weaver@Gmail.com
223,peter taylor,Male,South,Wholesale,peter taylor@Gmail.com
224,gina franklin,Male,North,Retail,gina franklin@Gmail.com
225,matthew perez,Male,North,Wholesale,matthew perez@Gmail.com
226,brian smith,Male,West,Retaill,brian smith@Gmail.com
227,henry andrews,Male,North,Wholesale,henry andrews@Gmail.com
228,jasmine olson,Male,South,Wholesale,jasmine olson@Gmail.com
229,wyatt cruz,Male,South,Retail,wyatt cruz@Gmail.com
230,stephanie sheppard,Male,West,Wholesale,stephanie sheppard@Gmail.com
231,mrs. crystal heath,Male,West,Wholesale,mrs. crystal heath@Gmail.com
232,debra hansen,Male,West,Retail,debra hansen@Gmail.com
233,angela mason,Female,West,Retail,angela mason@Gmail.com
234,latoya smith,Male,South,Wholesale,latoya smith@Gmail.com
235,stephanie stanley,Male,North,Retail,stephanie stanley@Gmail.com
236,christopher stephenson,Male,East,Wholesale,christopher stephenson@Gmail.com
237,stacy black,Male,West,Wholesale,stacy black@Gmail.com
238,james robinson dvm,Male,West,Wholesale,james robinson dvm@Gmail.com
239,matthew morse,Male,North,Wholesale,matthew morse@Gmail.com
240,vincent crawford,Male,North,Retail,vincent crawford@Gmail.com
241,matthew stephens,Male,South,Wholesale,matthew stephens@Gmail.com
242,ray ferrell,Male,East,Wholesale,ray ferrell@Gmail.com
243,lori martin,Male,East,Retail,lori martin@Gmail.com
244,april cruz,Male,West,Retaill,april cruz@Gmail.com
245,danielle johnson,Male,East,Retail,danielle johnson@Gmail.com
246,donald keith,Male,East,Retail,donald keith@Gmail.com
247,sara wood,Female,West,Retail,sara wood@Gmail.com
248,kim hawkins,Male,South,Wholesale,kim hawkins@Gmail.com
249,gregory potter,Male,East,Wholesale,gregory potter@Gmail.com
250,alyssa white,Female,North,Wholesale,alyssa white@Gmail.com
251,john nguyen,Male,South,Wholesale,john nguyen@Gmail.com
252,thomas best,Male,South,Retail,thomas best@Gmail.com
253,daniel wong,Male,South,Retail,daniel wong@Gmail.com
254,brian williams,Male,West,Retail,brian williams@Gmail.com
255,sabrina burnett,Female,East,Retail,sabrina burnett@Gmail.com
256,thomas ross,Male,South,Retail,thomas ross@Gmail.com
257,john singh,Male,North,Wholesale,john singh@Gmail.com
258,eric sheppard,Male,West,Retail,eric sheppard@Gmail.com
259,ashley cantu,Female,South,Retail,ashley cantu@Gmail.com
260,elizabeth miller,Female,West,Retail,elizabeth miller@Gmail.com
261,james delgado,Male,East,Retail,james delgado@Gmail.com
262,julia johnson,Male,South,Wholesale,julia johnson@Gmail.com
263,robert larson,Male,West,Retail,robert larson@Gmail.com
264,david rodriguez,Male,North,Wholesale,david rodriguez@Gmail.com
265,jessica robbins,Female,North,Retail,jessica robbins@Gmail.com
266,james clay,Male,East,Retail,james clay@Gmail.com
267,amy thornton,Female,West,Wholesale,amy thornton@Gmail.com
268,wendy mullins,Male,West,Retail,wendy mullins@Gmail.com
269,lauren hicks,Male,West,Wholesale,lauren hicks@Gmail.com
270,thomas jones,Male,North,Wholesale,thomas jones@Gmail.com
271,danielle mills,Male,North,Wholesale,danielle mills@Gmail.com
272,james cook,Male,North,Retail,james cook@Gmail.com
273,thomas campbell,Male,West,Retail,thomas campbell@Gmail.com
274,stephanie patterson,Male,West,Wholesale,stephanie patterson@Gmail.com
275,stefanie warren,Female,South,Wholesale,stefanie warren@Gmail.com
276,eric vincent,Male,East,Retail,eric vincent@Gmail.com
277,chad bailey,Male,East,Wholesale,chad bailey@Gmail.com
278,jessica braun,Fe-male,South,Wholesale,jessica braun@Gmail.com
279,charles armstrong,Male,South,Wholesale,charles armstrong@Gmail.com
280,donald hernandez,Male,East,Retail,donald hernandez@Gmail.com
281,matthew bridges,Male,West,Retail,matthew bridges@Gmail.com
282,john gray,Male,West,Retail,john gray@Gmail.com
283,debbie blankenship,Male,North,Wholesale,debbie blankenship@Gmail.com
284,fred branch,Male,West,Wholesale,fred branch@Gmail.com
285,joshua mcintosh,Male,South,Wholesale,joshua mcintosh@Gmail.com
286,susan estrada,Female,North,Retail,susan estrada@Gmail.com
287,thomas perez,Male,East,Retail,thomas perez@Gmail.com
288,shawn woodard,Male,North,Retail,shawn woodard@Gmail.com
289,christopher dyer,Male,North,Retail,christopher dyer@Gmail.com
290,christopher liu,Male,North,Retail,christopher liu@Gmail.com
291,michael stout,Male,North,Retail,michael stout@Gmail.com
292,emily johnston,Female,North,Retail,emily johnston@Gmail.com
293,richard walters,Male,West,Retail,richard walters@Gmail.com
294,amy simpson,Female,North,Wholesale,amy simpson@Gmail.com
295,mark williams,Male,West,Wholesale,mark williams@Gmail.com
296,logan paul,Male,East,Wholesale,logan paul@Gmail.com
297,steven guzman,Male,West,Wholesale,steven guzman@Gmail.com
298,lauren jimenez,Male,East,Wholesale,lauren jimenez@Gmail.com
299,rose pace,Male,West,Retail,rose pace@Gmail.com
300,lisa collier,Male,South,Retail,lisa collier@Gmail.com
301,hunter williams,Male,West,Retail,hunter williams@Gmail.com
302,samantha gray,Female,North,Wholesale,samantha gray@Gmail.com
303,chelsea potter,Male,South,Wholesale,chelsea potter@Gmail.com
304,jill raymond,Female,South,Retail,jill raymond@Gmail.com
305,shane wood,Male,East,Retail,shane wood@Gmail.com
306,latoya adams,Male,South,Wholesale,latoya adams@Gmail.com
307,mallory white,Male,South,Wholesale,mallory white@Gmail.com
308,daniel cantu,Male,South,Wholesale,daniel cantu@Gmail.com
309,tanya cooper,Female,North,Wholesale,tanya cooper@Gmail.com
310,alexis barrera,Male,East,Whole-sale,alexis barrera@Gmail.com
311,bobby douglas,Male,West,Whole-sale,bobby douglas@Gmail.com
312,robert nunez md,Male,East,Wholesale,robert nunez md@Gmail.com
313,gary hunter,Male,East,Wholesale,gary hunter@Gmail.com
314,stephanie christensen,Male,North,Retail,stephanie christensen@Gmail.com
315,teresa robles,Female,West,Wholesale,teresa robles@Gmail.com
316,katherine young,Male,West,Retail,katherine young@Gmail.com
317,travis martinez,Male,East,Wholesale,travis martinez@Gmail.com
318,victor james,Male,West,Retail,victor james@Gmail.com
319,elizabeth rodriguez,Female,West,Wholesale,elizabeth rodriguez@Gmail.com
320,jessica wells,Female,East,Wholesale,jessica wells@Gmail.com
321,lori mills,Male,West,Wholesale,lori mills@Gmail.com
322,kristy johnston,Male,East,Wholesale,kristy johnston@Gmail.com
323,laura blair,Male,North,Wholesale,laura blair@Gmail.com
324,julie deleon,Male,South,Retail,julie deleon@Gmail.com
325,danielle harper,Male,North,Retail,danielle harper@Gmail.com
326,carl burgess,Male,South,Retail,carl burgess@Gmail.com
327,joseph smith,Male,North,Retail,joseph smith@Gmail.com
328,ricardo parks,Male,South,Retail,ricardo parks@Gmail.com
329,kevin richards,Male,West,Retail,kevin richards@Gmail.com
330,brian wood,Male,East,Retail,brian wood@Gmail.com
331,randy lopez,Male,North,Wholesale,randy lopez@Gmail.com
332,michelle briggs,Male,East,Wholesale,michelle briggs@Gmail.com
333,james saunders,Male,West,Retail,james saunders@Gmail.com
334,ian mathis,Male,East,Retail,ian mathis@Gmail.com
335,benjamin martinez,Male,North,Whole-sale,benjamin martinez@Gmail.com
336,brooke dunn,Male,West,Whole-sale,brooke dunn@Gmail.com
337,david ford,Male,South,Retail,david ford@Gmail.com
338,savannah thompson,Male,East,Retail,savannah thompson@Gmail.com
339,billy clay,Male,South,Retaill,billy clay@Gmail.com
340,danielle garcia,Male,North,Wholesale,danielle garcia@Gmail.com
341,vanessa smith,Male,East,Wholesale,vanessa smith@Gmail.com
342,christina mcguire,Female,West,Retail,christina mcguire@Gmail.com
343,dr. whitney thomas,Male,West,Wholesale,dr. whitney thomas@Gmail.com
344,ann duran,Female,South,Wholesale,ann duran@Gmail.com
345,victoria lewis,Male,West,Wholesale,victoria lewis@Gmail.com
346,nicholas young,Male,North,Wholesale,nicholas young@Gmail.com
347,samantha stuart,Female,North,Wholesale,samantha stuart@Gmail.com
348,christine good,Female,West,Retail,christine good@Gmail.com
349,deanna salazar,Male,West,Wholesale,deanna salazar@Gmail.com
350,garrett williams,Male,West,Wholesale,garrett williams@Gmail.com
351,alicia dunn,Male,West,Retaill,alicia dunn@Gmail.com
352,brian williams,Male,South,Retail,brian williams@Gmail.com
353,luke hill,Male,South,Wholesale,luke hill@Gmail.com
354,christina murphy,Female,West,Retail,christina murphy@Gmail.com
355,daniel lee,Male,North,Retail,daniel lee@Gmail.com
356,amy rosario,Female,North,Retail,amy rosario@Gmail.com
357,andrew clark,Male,North,Whole-sale,andrew clark@Gmail.com
358,nicole savage,Male,West,Wholesale,nicole savage@Gmail.com
359,john hughes,Male,South,Retail,john hughes@Gmail.com
360,william shea,Male,West,Wholesale,william shea@Gmail.com
361,erik miller,Male,North,Wholesale,erik miller@Gmail.com
362,cassandra reyes,Male,East,Wholesale,cassandra reyes@Gmail.com
363,joseph mason,Male,West,Wholesale,joseph mason@Gmail.com
364,gabriella schneider,Male,East,Wholesale,gabriella schneider@Gmail.com
365,charles thompson,Male,East,Wholesale,charles thompson@Gmail.com
366,mary rivera,Male,East,Retail,mary rivera@Gmail.com
367,amanda alexander,Female,East,Wholesale,amanda alexander@Gmail.com
368,erica duncan,Male,West,Retail,erica duncan@Gmail.com
369,kevin williams,Male,West,Wholesale,kevin williams@Gmail.com
370,penny ayala,Male,East,Retail,penny ayala@Gmail.com
371,keith castro,Male,South,Wholesale,keith castro@Gmail.com
372,victoria ray,Female,South,Retail,victoria ray@Gmail.com
373,linda friedman,Male,South,Wholesale,linda friedman@Gmail.com
374,denise gutierrez,Male,South,Retail,denise gutierrez@Gmail.com
375,kirsten bonilla,Male,West,Retail,kirsten bonilla@Gmail.com
376,perry stone,Male,North,Wholesale,perry stone@Gmail.com
377,dawn frazier,Male,East,Retail,dawn frazier@Gmail.com
378,christina smith,Female,East,Retail,christina smith@Gmail.com
379,emily daniels,Female,West,Wholesale,emily daniels@Gmail.com
380,kristen miller,Male,North,Wholesale,kristen miller@Gmail.com
381,adam lewis,Male,North,Whole-sale,adam lewis@Gmail.com
382,caitlin booth,Male,South,Retail,caitlin booth@Gmail.com
383,ashley aguilar,Female,East,Retail,ashley aguilar@Gmail.com
384,benjamin sutton,Male,East,Retaill,benjamin sutton@Gmail.com
385,kim brown,Male,South,Wholesale,kim brown@Gmail.com
386,april harris,Male,North,Whole-sale,april harris@Gmail.com
387,laura holt,Male,South,Retail,laura holt@Gmail.com
388,sean frazier,Male,East,Retail,sean frazier@Gmail.com
389,robert kelly,Male,East,Retail,robert kelly@Gmail.com
390,scott jones,Male,South,Retail,scott jones@Gmail.com
391,deanna allen,Male,West,Retail,deanna allen@Gmail.com
392,lori townsend,Male,West,Wholesale,lori townsend@Gmail.com
393,rebecca hughes,Male,North,Retail,rebecca hughes@Gmail.com
394,kevin james,Male,North,Retail,kevin james@Gmail.com
395,kimberly roberts,Male,West,Retail,kimberly roberts@Gmail.com
396,dawn griffin,Male,South,Wholesale,dawn griffin@Gmail.com
397,michelle macias,Male,North,Wholesale,michelle macias@Gmail.com
398,sarah mckinney,Male,North,Wholesale,sarah mckinney@Gmail.com
399,megan walter,Male,South,Wholesale,megan walter@Gmail.com
400,james webb,Male,North,Wholesale,james webb@Gmail.com
401,ashley murray dds,Female,South,Wholesale,ashley murray dds@Gmail.com
402,jon white,Male,East,Retail,jon white@Gmail.com
403,nancy bass,Male,North,Retail,nancy bass@Gmail.com
404,diana bradley,Male,North,Wholesale,diana bradley@Gmail.com
405,melanie richards,Male,West,Wholesale,melanie richards@Gmail.com
406,danielle hernandez,Male,South,Retail,danielle hernandez@Gmail.com
407,jennifer hopkins,Female,East,Wholesale,jennifer hopkins@Gmail.com
408,sandra hernandez,Female,East,Retail,sandra hernandez@Gmail.com
409,rhonda nelson,Male,West,Wholesale,rhonda nelson@Gmail.com
410,casey reynolds,Male,East,Retail,casey reynolds@Gmail.com
411,joshua bailey,Male,East,Wholesale,joshua bailey@Gmail.com
412,donald payne jr.,Male,North,Retail,donald payne jr.@Gmail.com
413,daniel chen,Male,West,Wholesale,daniel chen@Gmail.com
414,derek gutierrez,Male,West,Retail,derek gutierrez@Gmail.com
415,alexis coleman,Male,West,Retaill,alexis coleman@Gmail.com
416,scott moore,Male,West,Retail,scott moore@Gmail.com
417,teresa greene,Female,South,Retail,teresa greene@Gmail.com
418,latoya gray,Male,North,Retail,latoya gray@Gmail.com
419,patricia murphy,Male,West,Wholesale,patricia murphy@Gmail.com
420,nicole robertson,Male,North,Retail,nicole robertson@Gmail.com
421,krystal lewis,Male,North,Wholesale,krystal lewis@Gmail.com
422,dustin chapman,Male,South,Retail,dustin chapman@Gmail.com
423,andrew mueller,Male,South,Whole-sale,andrew mueller@Gmail.com
424,tiffany hickman,Female,East,Retail,tiffany hickman@Gmail.com
425,wanda wagner,Male,North,Retail,wanda wagner@Gmail.com
426,kimberly cook,Male,East,Retail,kimberly cook@Gmail.com
427,jeffrey lawrence,Male,East,Retail,jeffrey lawrence@Gmail.com
428,jordan brooks,Male,South,Retail,jordan brooks@Gmail.com
429,jose allen,Male,North,Wholesale,jose allen@Gmail.com
430,paige rodriguez,Male,North,Wholesale,paige rodriguez@Gmail.com
431,george lucas,Male,South,Wholesale,george lucas@Gmail.com
432,jason williams,Male,South,Retail,jason williams@Gmail.com
433,jason marshall,Male,North,Retail,jason marshall@Gmail.com
434,allison hill,Male,North,Retaill,allison hill@Gmail.com
435,amy thomas,Female,East,Wholesale,amy thomas@Gmail.com
436,brittany garcia,Female,West,Retail,brittany garcia@Gmail.com
